id;label;teks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;positif;Di suatu hari tanpa sengaja kita bertemu Aku yang pernah terluka kembali mengenal cinta Hati ini kembali temukan senyum yang hilang Semua itu karena dia Oh Tuhan kucinta dia Kusayang dia rindu dia inginkan dia Utuhkanlah rasa cinta di hatiku Hanya padanya Untuk dia Jauh waktu berjalan kita lalui bersama Betapa di setiap hari kujatuh cinta padanya Dicintai oleh dia ku merasa sempurna Semua itu karena dia Oh Tuhan kucinta dia Kusayang dia rindu dia inginkan dia Utuhkanlah rasa cinta di hatiku Hanya padanya Untuk dia Oh Tuhan kucinta dia Kusayang dia rindu dia inginkan dia Utuhkanlah rasa cinta di hatiku Hanya padanya Untuk dia Hanya padanya Untuk dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;positif;Makan di resto terenak Membaca di sudut paling tenang Menonton pertunjukan musik Telusuri jalanan dari malam hingga pagi Kita pernah lama bersama Semua titik di kota ini adalah kita Walau kau putuskan untuk pergi Cerita kita tetap kan abadi Percayalah sayang berpisah itu mudah Tak ada kamu di hidupku aku mampu Namun menghapuskan semua kenangan kita Adalah hal yang paling menyulitkan untukku Simpan baju kesayangan Tutup album fotoku rapat rapat Buang buku buku puisi Mengganti semua dekorasi Semua hal yang kucoba lupakan Selalu berujung padamu Semua tempat yang telah kudatangi Selalu ada kamu Kamu lagi Kamu kamu lagi Kamu lagi Percayalah sayang berpisah itu mudah Tak ada kamu di hidupku aku mampu Namun menghapuskan semua kenangan kita Adalah hal yang paling menyulitkan untukku Percayalah sayang berpisah itu mudah Tak ada kamu di hidupku aku mampu Namun menghapuskan semua kenangan kita Adalah hal yang paling menyulitkan Adalah hal yang paling menyebalkan Adalah hal yang paling menyusahkan Untukku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;positif;Dia indah peretas gundah Dia yang selama ini ku nanti Pembawa sejuk pemanja rasa Dia yang selalu ada untukku  Di dekatnya aku lebih tenang Bersamanya jalan lebih terang Tetaplah bersamaku jadi teman hidupku Berdua kita hadapi dunia Kau milikku milikmu kita satukan tuju Bersama arungi derasnya waktu Kau milikku ku milikmu Kau milikku ku milikmu Di dekatnya aku lebih tenang Bersamanya jalan lebih terang Tetaplah bersamaku jadi teman hidupku Berdua kita hadapi dunia Kau milikku milikmu kita satukan tuju Bersama arungi derasnya waktu Bila di depan nanti Banyak cobaan untuk kisah cinta kita Jangan cepat menyerah Kau punya aku ku punya kamu selamanya akan begitu Tetaplah bersamaku jadi teman hidupku Berdua kita hadapi dunia Kau milikku milikmu kita satukan tuju Bersama arungi derasnya waktu Kau milikku ku milikmu Kau jiwa yang selalu aku puja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;positif;Dengarkanlah Wanita pujaanku Malam ini akan Kusampaikan Hasrat suci Kepadamu dewiku Dengarkanlah Kesungguhan ini Aku ingin Mempersuntingmu Tuk yang pertama Dan terakhirJangan kau tolak Dan buatku hancur Ku tak akan mengulang Tuk meminta Satu keyakinan Hatiku ini Akulah yang terbaik Untukmu Dengarkanlah Wanita impianku Malam ini akan Kusampaikan Janji suci satu Untuk selamanya Dengarkanlah Kesungguhan ini Aku ingin Mempersuntingmu Tuk yang pertama Dan terakhir Jangan kau tolak Dan buatku hancur Ku tak akan mengulang Tuk meminta Satu keyakinan Hatiku ini Akulah yang terbaik Untukmu Jangan kau tolak Dan buatku hancur Ku tak akan mengulang Tuk meminta Satu keyakinan Hatiku ini Akulah yang terbaik Untukmu Jangan kau tolak Dan buatku hancur Ku tak akan mengulang Tuk meminta Satu keyakinan Hatiku ini Akulah yang terbaik Untukmu Akulah yang terbaik Untukmu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;positif;Jujur saja ku tak mampu Hilangkan wajahmu di hatiku Meski malam mengganggu Hilangkan senyummu di mataku Kusadari aku cinta padamu Meski ku bukan yang pertama di hatimu Tapi cintaku terbaik untukmu Meski ku bukan bintang di langit Tapi cintaku yang terbaik Jujur saja ku tak mampu Tuk pergi menjauh darimu Meski hatiku ragu Kau tak di sampingku setiap waktu Kusadari aku cinta padamu Meski ku bukan yang pertama di hatimu Tapi cintaku terbaik untukmu Meski ku bukan bintang di langit Tapi cintaku yang terbaik Oh meski ku bukan yang pertama di hatimu Tapi cintaku terbaik untukmu Meski ku bukan bintang di langit Tapi cintaku yang terbaik Oh meski ku bukan yang pertama di hatimu Tapi cintaku terbaik untukmu Meski ku bukan bintang di langit Tapi cintaku yang terbaik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;positif;Tuhan memberikanku cinta untuk ku persembahkan hanyalah padamu Dia anugerahkanku kasih hanya untuk berkasih berbagi denganmu atas restu Allah ku ingin milikimu ku berharap kau menjadi yang terakhir untukku restu Allah ku mencintai dirimu ku pinang kau dengan Bismillah Hampa terasa bila ku tanpamu hidupku terasa mati jika ku tak bersamamu hanya dirimu satu yang aku inginkan ku bersumpah sampai mati hanyalah dirimu Atas restu Allah ku ingin milikimu ku berharap kau menjadi yang terakhir untukku restu Allah ku mencintai dirimu ku pinang kau dengan Bismillah Atas restu Allah ku ingin milikimu ku berharap kau menjadi yang terakhir untukku restu Allah ku mencintai dirimu ku pinang kau dengan Bismillah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;positif;Saat indah yang kulalui bersamamu Melukiskan kisah cinta di dalam lubuk hati Terbuai napas cinta yang kau hembuskan Sampai mati pun ku takkan bisa melupakanmu Dan bila waktu akan buktikan janji itu Kuserahkan padamu apapun yang kumampu Harus kuakui Aku sayang kamu Aku cinta kamu Oh hanya pada dirimu Kuingin kau mampu Terima hatiku Terima akan cintaku Saat indah yang kulalui bersamamu Melukiskan kisah cinta di dalam lubuk hati Dan bila waktu akan buktikan janji itu Kuserahkan padamu apapun yang kumampu Harus kuakui Aku sayang kamu Aku cinta kamu Oh hanya pada dirimu Kuingin kau mampu Terima hatiku Terima akan cintaku Satu rasa yang haus Menyentuh bayangmu Menyisakan semua Yang kurasa Harus kuakui Aku sayang kamu Aku cinta kamu Oh hanya pada dirimu Kuingin kau mampu Terima hatiku Terima akan cintaku Oh harus kuakui Aku sayang kamu Hanya pada dirimu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;positif;Pulang ke kotamu Ada setangkup haru dalam rindu Masih seperti dulu Tiap sudut menyapaku bersahabat penuh selaksa makna Terhanyut aku akan nostalgi Saat kita sering luangkan waktu Nikmati bersama Suasana Jogja Di persimpangan langkahku terhenti Ramai kaki lima Menjajakan sajian khas berselera Orang duduk bersila Musisi jalanan mulai beraksi Seiring laraku kehilanganmu Merintih sendiri Ditelan deru kotamu Walau kini kau tlah tiada tak kembali Namun kotamu hadirkan senyummu abadi Ijinkanlah aku untuk slalu pulang lagi Bila hati mulai sepi tanpa terobati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;positif;Ketika kau lewat di bumi tempat ku berdiri Kedua mata ini tak berkedip menatapi Pesona indah wajahmu mampu mengalihkan duniaku Tak henti membayangkanmu terganggu oleh cantikmu Tujuh hari dalam seminggu Hidup penuh warna ku coba mendekatimu Memberi tanda cinta Engkau wanita tercantikku yang pernah ku temukan Wajahmu mengalihkan duniaku Dan wajahmu mengalihkanku Pesona indah wajahmu mampu mengalihkan duniaku Tak henti membayangkanmu terganggu oleh cantikmu Tujuh hari dalam seminggu Hidup penuh warna ku coba mendekatimu Memberi tanda cinta Engkau wanita tercantikku yang pernah ku temukan Wajahmu mengalihkan duniaku Hidupku penuh warna Ku selalu mendekatimu memberi tanda cinta Engkau wanita tercantikku yang pernah ku temukan Wajahmu mengalihkan duniaku Mengalihkan duniaku Mengalihkan duniaku Mengalihkan duniaku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;positif;Badai Tuan telah berlalu Salahkah ku menuntut mesra Tiap pagi menjelang Kau di sampingku Ku aman ada bersamamu Selamanya Sampai kita tua Sampai jadi debu Ku di liang yang satu Ku di sebelahmu Badai Puan telah berlalu Salahkah ku menuntut mesra Tiap taufan menyerang Kau di sampingku Kau aman ada bersamaku Selamanya Sampai kita tua Sampai jadi debu Ku di liang yang satu Ku di sebelahmu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;positif;Jangan berdiri di depanku Karena ku bukan pengikut yang baik Jangan berdiri di belakangku Karena ku bukan pemimpin yang baik Berdirilah di sampingku Sebagai kawan Kawan Kawan Kawan Kawan Sebagai kawan Jangan berdiri di depanku Karena ku bukan pengikut yang baik Jangan berdiri di belakangku Karena ku bukan pemimpin yang baik Berdirilah di sampingku Sebagai kawan Kawan Kawan Kawan Kawan Sebagai kawan Berdirilah di sampingku Sebagai kawan Kawan Kawan Kawan Kawan Sebagai kawan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;positif;Saat kau merasa tak bercahaya Seakan semua kegelapan menyelimuti harimu Dan kau merasa takkan pernah usai Buang saja gundah di hatimu Biarkan berlalu ini bukan akhir dunia Tersenyumlah percayalah Bebaskan dirimu bersinarlah ooh Lepaskanlah keraguanmu Bukalah hatimu bersinarlah Kegelapan menyelimuti harimu Dan kau merasa takkan pernah usai Buang saja gundah di hatimu Biarkan berlalu ini bukan akhir dunia Tersenyumlah percayalah Bebaskan dirimu bersinarlah ooh Lepaskanlah keraguanmu Bukalah hatimubersinarlah aah Pancarkanlah cahaya hapus air mata bersinarlah Tersenyumlah percayalah Bebaskan dirimu bersinarlah percayalah Bebaskan dirimu bersinarlah ooh Lepaskanlah keraguanmu bukalah hatimu bersinarlah Bebaskan dirimu bersinarlah lepaskanlah Bukalah hatimu bersinarlah aaa bersinarlah ooh Lepaskanlah keraguanmu bersinarlah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;positif;Tiada berbeda apa yang ku rasakan Tajam menusuk tak beralasan Kita sudah dingin hati Dulu kita pernah saling memahami Sekian merasa telah menyakiti Kita telah lupa rasa Setiap katamu cerminan hatimu Jadikan berarti Jangan siasiakan waktumu tuk membenci Satu jadikan tujuan kita Hilangkan segala perdebatan yang sia sia Berlari ke arah yang sama bukan masalah Semua punya ruang lukis yang kau mau Karena ceritamu milikmu Kutahu celamu tak sengaja berjiwa Amarah dan benci beri kesempatan Kita telah lupa rasa Jangan siasiakan waktumu tuk membenci Satu jadikan tujuan kita Hilangkan segala perdebatan yang sia-sia Berlari ke arah yang sama bukan masalah Semua punya ruang lukis yang kau mau Karena ceritamu milikmu Semua asa yang kau punya Tak kan membatasimu Anganku anganmu Pasti kita kan mampu Kita mampu Satu jadikan tujuan kita Hilangkan segala perdebatan yang sia sia Berlari ke arah yang sama bukan masalah Semua punya ruang lukis yang kau mau Karena ceritamu milikmu Semua punya ruang lukis yang kau mau Cerita memilihmu Semua punya ruang Anganku angan mu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;positif;Dahulu ku bermimpi Kisah cinta abadi bersamamu Ternyata semua berakhir Tak seperti yang ku harapkan Baru ku mengerti ku sadari  Ohh Ku tak sendiri Pancaran sinar mentari Menemani tiada henti Tak ku sesali Tlah ku lupakan dirimu Tak mengapa aku melangkah Sendiri dapat ku jalani Ternyata semua berakhir Tak seperti yang ku harapkan Baru ku mengerti ku sadari Ohh Ku tak sendiri Pancaran sinar mentari Menemani tiada henti Ohhh Dan Tak ku sesali Tlah ku lupakan dirimuTak mengapa aku melangkah Sendiri dapat ku jalani Pernah ku terhanyut dalam sepi Namun kini ku berani melangkah pasti Tanpa dirimu Ohh Ku tak sendiri Pancaran sinar mentari Menemani tiada henti Ohhh Dan Tak ku sesali Tlah ku lupakan dirimu Tak mengapa aku melangkah Sendiri dapat ku jalani Sendiri dapat ku jalani Sendiri dapat ku jalani Sendiri dapat ku jalani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;positif;Mimpi adalah harapan kata hatimu tak ada sakit dan sendu yang menembus ruang mimpi percaya mimpi mimpimu kisah nyata yang menunggu tak akan terhindari lelah percaya dan senyumlah mimpimu akan nyata Mimpi adalah harapan kata hatimu tak ada sakit dan sendu yang menembus ruang mimpi percaya mimpi mimpimu kisah nyata yang menunggu tak akan terhindari lelah percaya dan senyumlah mimpimu akan nyata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;positif;Pagi ke malam kujelang hari Mencari rizki dari Ilahi Semua ikhtiar aku lakukan Demi mereka yang kusayangi Namun ternyata hidup tak semudah itu Banyak liku dan kerikil tajam Jangan mudah putus asa Bersabarlah wahai hatiku Semua ada hikmahnya Tuhan pasti kan melihat Niat baik hambaNya Selama dia hidup di dunia Di malam hari kuisi hari Membagi ilmu pada sesama Semua ikhtiar aku lakukan Demi mengharap ridhoMu Tuhan Jangan mudah putus asa Bersabarlah wahai hatiku Semua ada hikmahnya Tuhan pasti kan melihat Niat baik hamba Nya Selama dia hidup Di dunia Di dunia Jangan mudah putus asa Bersabarlah wahai hatiku Semua ada hikmahnya Tuhan pasti kan melihat Niat baik hamba Nya Selama dia hidup di dunia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;positif;Mereka semua berkata Aku tak akan bisa Tak ada gunanya Sulit dipercaya Ini semua tak kan terjadi Hanyalah obsesi Seperti ilusi Sulit dimengerti Mereka semua beritahu Aku tak kan mampu Tak bisa begitu Siap tanggung malu Ini semua hanya hal bodoh Tak layak dicontoh Siap-siap roboh Terlalu ceroboh Selama bumi berputar Semangatku tak kan pudar Selama mentari bersinar Maju terus tak kan gentar Mereka semua berkata Aku tak akan bisa Tak ada gunanya Sulit dipercaya Ini semua tak kan terjadi Hanyalah obsesi Seperti ilusi Sulit dimengerti Selama bumi berputar Semangatku tak kan pudar Selama mentari bersinar Maju terus tak kan gentar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;positif;Kita berlari dan teruskan bernyanyi Kita buka lebar pelukan mentari Bila ku terjatuh nanti kau siap mengangkat aku lebih tinggi Seperti pedih yang telah kita bagi Layaknya luka yang telah terobati Bila kita jatuh nanti kita siap tuk melompat lebih tinggi Bersama kita bagai hutan dan hujan Aku ada karna engkau telah tercipta Ah Kupetik bintang untuk kau simpan Cahayanya tenang berikan kau perlindungan Sebagai pengingat teman Juga sbagai jawaban Semua tantangan Kupetik bintang untuk kau simpan Cahayanya tenang berikan kau perlindungan Sebagai pengingat teman Juga sbagai jawaban Semua tantangan Sebelum waktu memisahkan detikku detikmu Sebelum dewasa menua memisahkan kita Degupan jantung kita akan slalu seirama Bila kau rindu aku Kupetik bintang untuk kau simpan Cahayanya tenang berikan kau perlindungan Sebagai pengingat teman Juga sbagai jawaban Semua tantangan Kupetik bintang untuk kau simpan Cahayanya tenang berikan kau perlindungan Sebagai pengingat temanJuga sbagai jawaban Semua tantangan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;positif;Satu bahasa jutaan makna cerita Satu kata perkata diawal langkah pertama Ini saatnya kita tentukan langkah baru Bergerak maju berwarna dan berdebu Aku di sini dan engkau di sana Bersama coba langkahi semua bendera Redam amarah mari bersuara Bicara bahasa kita dengan banyak cinta Maju bergerak hadapi semuanya Membuka mata lebar Rude boy hah Lupakan luka karena untuk terus berada di dalam garis Kau tahu pasti jadi orang harus optimis Please tepislah egois ku tak perlukan this Hanya langkah optimis realistis Menggores tinta dengan sentuhan klasik Membakar jiwa dengan teknik terbaik come on Hhmm woy Maju tak gentar membela yang benar tetap semangat uuhh Woy Pantang menyerah terus melangkah tetap semangat yeye ahHey yo kawan lihat ke depan Tunjukan jalan bagi kita agar bertahan Teruskan teruskan teruskan lagi Hingga semua bermakna murni dan abadi Bergeraklah ragaku dan lakukan sesuatu Dunia ini begitu ramai dan tak tepat bila kau layu  respect pantang menyerah Woy Maju tak gentar membela yang benar tetap semangat uuhh Woy Pantang menyerah terus melangkah tetap semangat yeyeah Woy Maju tak gentar membela yang benar tetap semangat Woy Pantang menyerah terus melangkah tetap semangat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;positif;Hei hei apa kabar kawan Siapkah kau untuk melangkahi Masalahmu Hadapi esok pagi Hei hei apa kabar kawan Siapkah kau untuk melangkah Ke masa depan Menantikan pelangi Percayalah kawan Esok kan berbeda Pasti kan engkau mencoba Buat mimpimu jadi Nyata oh nyata Kita semua pasti bisa Asalkan kita melangkah Sambut hari yang indah Yeeeey Marilah kita mensyukuri Semua berkat dalam hidup ini Kita bahagia Kita bahagia Bersama hangatnya mentari Nikmati dan lukiskan memori Kita bahagia Bahagia Hoo wee Hei hei bagaimana kawan Apakah kau merangkai Semua citamu Bebaskan harapanmubagaimana kawan Apakah kau menapaki Babak baru Pancarkan semangatmu Percayalah kawan Esok kan berbeda Pasti kan engkau mencoba Buat mimpimu jadi Nyata oh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;positif;Seperti warna pelangi Bersinar dari kedua bola matamu oh Bagaikan cahya mentari Kau hangatkan duniaku Kau untukku Jika memang adanya Aku dan kamu Kita bahagia Jadikanlah cerita Kita berdua Untuk selamanya Bagai surga duniawi Kurasakan hidup ini bersamamu Tak kumenghitung hari Sejak engkau di sini Aku memang untukmu yeah Jika memang adanya Aku dan kamu Kita bahagia Jadikanlah cerita Kita berdua Untuk selamanya Jika memang adanya Aku dan kamu Kita bahagia Jadikanlah cerita Kita berdua Untuk selamanya You Sent from heaven Heaven Feels like you You Sent from heaven Heaven Feels like you Jika memang adanya Aku dan kamu Kita bahagia Jadikanlah cerita Kita berdua Untuk selamanya oh Jika memang adanya Aku dan kamu Kita bahagia Jadikanlah cerita Kita berdua Untuk selamanya Jadikan cinta ini Surga duniawi Milik kita berdua Selalu abadi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;positif;Di sini tempat cari senang Salah tempat kalo kau cari uang Di sini orang orang penuh kreativitas Tempat orang orang yang terbaik Di sini bukan anak anak malas Tempatnya para pekerja keras Di sini bukan anak anak manja Sedikit kerja banyak mintanya Di sini tempat cari senang Salah tempat kalo kau cari uang Di sini orang orang penuh kreativitas Tempat orang orang yang terbaik Di sini bukan anak anak malas Tempatnya para pekerja keras Di sini bukan anak anak manja Sedikit kerja banyak mintanya Kerja kerja ayo kita kerja Kerja kerja ayo kita kerja Di sini bukan anak anak malas Tempatnya para pekerja keras Di sini bukan anak anak manja Sedikit kerja banyak mintanya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;positif;Hari ini kudendangkan Lagu yang ingin kunyanyikan Terkenang semua kenangan Yang telah kualami Ingin kubuka lembar baru Untuk meneruskan hidupku Tak mau lagi kesedihan Selimuti diriku Semua orang ingin bahagia Menjalani hidup di dunia ini Ingin kubukakan jawaban Misteri kesenangan yang sejati Hari ini kudendangkan Lagu yang ingin kunyanyikan Terkenang semua kenangan Yang telah kualami Menari dan terus bernyanyi Mengikuti irama sang mentari Tertawa dan selalu ceria Berikanku arti hidup ini Menari dan terus bernyanyi Mengikuti irama sang mentari Tertawa dan selalu ceria Berikanku arti hidup iniMenari dan terus bernyanyiMengikuti irama sang mentariTertawa dan selalu ceria Berikanku arti hidup ini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;positif;Bila satu bintang telah terlahir Takkan ada yang bisa Ooo Menutupi sinarnya menghalau kilaunya Sembunyikan terangnya Hidup memang sebuah perjuangan Meskipun takdir ada Sang juara yang sejati Takkan pernah mati Kita lahir untuk menang Raihlah kemenangan Sesungguhnya perjuangan sudah dimulai Sebelum kita dilahirkan Memenangkan pergulatan itulah yang sesungguhnya Sebuah takdir sejati;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;positif;Kubertanya pada bintang ketika ia padam Arti hidup yang kita jalani Kebencian yang takkan pernah mengering Hilang semua Tuhan kau ada di mana Amarah yang tak tertahan Kematian langit pun hitam Atas nama cinta dan harapan yang tenggelam Ku kan bangkit dan percaya Segenggam harapan Takkan pernah menyerah Terus kubertahan Sampai ini berakhir Dengarkan hatiku Kita semua berbeda Tak pernah ku menginjakmu Kulihat jelas kepedihan di matamu Jalan gelap lalui bersama Dan sahabat ia pergi meninggalkanku Kan kukenang sampai napasku berakhir Gelapnya dosa dunia Matahari akan bersinar Atas nama cinta dan harapan yang tenggelam Ku kan bangkit dan percaya Segenggam harapan Takkan pernah menyerah Terus kubertahan Sampai ini berakhir Dengarkan hatiku Kita semua berbeda Tak pernah ku menginjakmu Amarah yang tak tertahan Kematian langit pun hitam Atas nama cinta dan harapan yang tenggelam Ku kan bangkit dan percaya Segenggam harapan Takkan pernah menyerah Terus kubertahan Sampai ini berakhir Dengarkan hatiku Kita semua berbeda Tak pernah ku menginjakmu Hilangkan kebencian Tak pernah ku menginjakmu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;positif; Yeah Speakin about the time ough Yo Ini sepotong kisah Tentang perjalanan seorang insan Menapaki jejak kehidupan Dia lahir ke dunia dari keluarga Tidak miskin kurang kaya yo tapi sederhana Ayah berdagang ibu mengasuh ia di rumah Sejak kecil belajar susah hanya bersikap pasrah Sempat sesaat mengenal ASI dari ibu Syukuri rahmat dapat singkat nikmat ilmu Dia takkan gentar meski guntur menggelegar Aral melintang tak mampu untuk buat pudar Hanya syukuri anugerah akan nasib dan takdir Dia takkan menyerah terus berjuang hingga akhir Tapakilah jejak diri wujudkanlah mimpi Dan yakinlah kan kau raih yei yeah Lakukanlah dari hati beri yang terbaik Pasti kan kau raih Dan kini dia injak usia labil Dia tinggalkan satu masa kala ia kecil Skill get real he can make it berhasil Sekian dari banyak mimpi dalam hati kecil Kecil sebenarnya berarti besar Ia terlempar dalam panggung hidup yang kasar Sabar ya kawan ini tentang edukasi Yang tak terdapat dari sekolah ataupun skripsi Dia takkan gentar meski guntur menggelegar Aral melintang tak mampu untuk buat pudar Hanya syukuri anugerah akan nasib dan takdir Dia takkan menyerah terus berjuang hingga akhir Tapakilah jejak diri wujudkanlah mimpi Dan yakinlah kan kau raih  Lakukanlah dari hati beri yang terbaik Pasti kan kau raih  Hanya waktu yang dapat menjawab Mampukah dia merubah Saat semua mimpinya tercipta Saat di mana jalannya lebar terbuka Beban berat tertancap di pundak Semua hanya jadi sejarah yang terlewat Dia merdeka nyata dan bahagia Dia tertawa di akhir semua usaha Dan percaya jalan tak slalu berliku Dan mengerti celah untuk berpacu Tapakilah jejak diri wujudkanlah mimpi Dan yakinlah kan kau raih yeiyeah Lakukanlah dari hati beri yang terbaik Pasti kan kau raih Tapakilah jejak diri wujudkanlah mimpi Dan yakinlah kan kau raih yei yeah Lakukanlah dari hati beri yang terbaik Pasti kan kau raih;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;positif;Ingatlah di kala engkau Sanggup melihat matahari Hangatnya masih terbawa Untuk melangkah hari ini Hapuskan segala keraguanmu Masa lalu takkan melemahkanmu Lupakan gelisahmu Teruslah kau mencari Waktu akan selalu mengobati Temukan semua yang terhenti Dalam hidupmu Tak perlu kau sesali Hidup kan membuatmu memahami Coba untuk tetap berdiri Jalani mimpi Ingatlah di kala engkau Ringan terbawa kata hati Melangkah di jalan terang Selalu sadari yang kau miliki Hapuskan segala keraguanmu Masa lalu takkan melemahkanmu Lupakan gelisahmu Teruslah kau mencari Waktu akan selalu mengobati Temukan semua yang terhenti Dalam hidupmu Tak perlu kau sesali Hidup kan membuatmu memahami Coba untuk tetap berdiri Jalani mimpi Teruslah kau mencari Waktu akan selalu mengobati Temukan semua yang terhenti Dalam hidupmu Tak perlu kau sesali Hidup kan membuatmu memahami Coba untuk tetap berdiri Jalani mimpi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;positif;Datang akan pergi lewat kan berlalu ada kan tiada bertemu akan berpisah awal kan berakhir terbit kan tenggelam pasang akan surut bertemu akan berpisah Hey sampai jumpa di lain hari untuk kita bertemu lagi ku relakan dirimu pergi meskipun ku tak siap untuk merindu ku tak siap tanpa dirimu ku harap terbaik untukmu datang akan pergi lewat kan berlalu ada kan tiada bertemu akan berpisah awal kan berakhir terbit kan tenggelam pasang akan surut bertemu akan berpisah Hey sampai jumpa di lain hari untuk kita bertemu lagi ku relakan dirimu pergi meskipun ku tak siap untuk merindu ku tak siap tanpa dirimu ku harap terbaik untukmu sampai jumpa di lain hari untuk kita bertemu lagi ku relakan dirimu pergi meskipun ku tak siap untuk merindu ku tak siap tanpa dirimu ku harap terbaik untukmu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;positif;Ku terima suratmu tlah kubaca dan aku mengerti Betapa merindunya dirimu akan hadirnya diriku di dalam hari harimu bersama lagi Kau bertanya padaku kapan aku akan kembali lagi Katamu kau tak kuasa menahan gejolak di dalam dada yang membara menahan rasa pertemuan kita nanti Saat kau ada disisiku Semua kata rindumu semakin membuatku tak berdaya menahan rasa ingin jumpa Percayalah padaku akupun rindu kamu Ku akan pulang melepas semua kerinduan yang terpendam Kau tuliskan padaku kata cinta yang manis dalam suratmu Kau katakan padaku saat ini ku ingin hangat pelukmu dan belai lembut kasihmu takkan kulupa slamanya Saat bersama dirimu Jangan katakan cinta menambah beban rasa Sudah simpan saja sedihmu itu ku akan datang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;positif;Aku kesal dengan jarak yang sering memisahkan kita Aku kesal dengan waktu yang tak pernah berhenti bergerak Barang sejenak agar aku bisa menikmati tawamu Inginku berdiri di sebelahmu Menggenggam erat jarijarimu Mendengarkan lagu sheila on 7 Seperti waktu itu Saat kau di sisiku Dan tunggulah aku di sana memecahkan celengan rinduku Berboncengan denganmu mengelilingi kota Menikmati surya perlahan menghilang Hingga kejamnya waktu menarik paksa kau dari pelukku  Lalu kita kembali menabung rasa rindu saling mengirim doa Sampai nanti sayangku Jangan matikan HPmu Kau tahu aku benci khawatir Saat kau tak mengabari Aku tak suka bertanya tanya Inginku bakar dia yang sering Mention mentionan denganmu di Twitter Namun kau selalu menyakinkanku tuk tumbuhkan percaya Bukan rasa curiga Dan tunggulah aku di sana memecahkan celengan rinduku Berboncengan denganmu mengelilingi kota Menikmati surya perlahan menghilang Hingga kejamnya waktu menarik paksa kau dari pelukku Lalu kita kembali menabung rasa rindu saling mengirim doa Sampai nanti sayangku Hingga kita bertemu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
